Target Distance: 1000, Step Size: 10
2657 (x, y) = (123.112, 640.734)
2658 (x, y) = (124.304, 650.663)
2659 (x, y) = (114.703, 647.869)
2660 (x, y) = (116.07, 657.775)
2661 (x, y) = (106.314, 659.969)
2662 (x, y) = (108.637, 669.695)
2663 (x, y) = (117.785, 665.655)
2664 (x, y) = (121.622, 656.42)
2665 (x, y) = (111.628, 656.774)
2666 (x, y) = (114.718, 666.285)
2667 (x, y) = (105.964, 671.118)
2668 (x, y) = (104.947, 681.066)
2669 (x, y) = (102.366, 671.405)
2670 (x, y) = (107.392, 662.759)
2671 (x, y) = (98.5533, 667.437)
2672 (x, y) = (100.791, 657.69)
2673 (x, y) = (93.0802, 664.058)
2674 (x, y) = (102.817, 661.777)
2675 (x, y) = (93.1442, 664.315)
2676 (x, y) = (93.0115, 674.314)
2677 (x, y) = (102.536, 671.267)
2678 (x, y) = (110.246, 677.634)
2679 (x, y) = (106.739, 668.27)
2680 (x, y) = (102.022, 659.452)
2681 (x, y) = (110.942, 663.972)
2682 (x, y) = (117.677, 656.58)
2683 (x, y) = (116.398, 646.662)
2684 (x, y) = (123.639, 639.765)
2685 (x, y) = (128.741, 648.366)
2686 (x, y) = (138.058, 651.998)
2687 (x, y) = (147.018, 647.557)
2688 (x, y) = (145.213, 657.393)
2689 (x, y) = (147.88, 667.031)
2690 (x, y) = (157.874, 667.385)
2691 (x, y) = (163.716, 659.269)
2692 (x, y) = (171.753, 665.218)
2693 (x, y) = (177.949, 673.068)
2694 (x, y) = (169.281, 678.055)
2695 (x, y) = (169.237, 668.055)
2696 (x, y) = (162.634, 660.545)
2697 (x, y) = (172.587, 659.574)
2698 (x, y) = (168.587, 650.408)
2699 (x, y) = (166.263, 660.135)
2700 (x, y) = (159.083, 667.095)
2701 (x, y) = (149.734, 663.546)
2702 (x, y) = (141.491, 669.207)
2703 (x, y) = (131.491, 669.206)
2704 (x, y) = (127.329, 678.299)
2705 (x, y) = (117.429, 679.71)
2706 (x, y) = (127.415, 680.241)
2707 (x, y) = (119.43, 674.221)
2708 (x, y) = (121.84, 664.516)
2709 (x, y) = (120.385, 674.409)
2710 (x, y) = (110.462, 675.645)
2711 (x, y) = (104.548, 683.709)
2712 (x, y) = (98.2839, 675.914)
2713 (x, y) = (92.8066, 684.281)
2714 (x, y) = (91.6145, 694.21)
2715 (x, y) = (91.0398, 684.226)
2716 (x, y) = (99.333, 678.639)
2717 (x, y) = (105.869, 686.207)
2718 (x, y) = (115.713, 684.446)
2719 (x, y) = (123.956, 690.107)
2720 (x, y) = (126.793, 680.518)
2721 (x, y) = (135.547, 685.351)
2722 (x, y) = (129.997, 677.033)
2723 (x, y) = (126.406, 686.367)
2724 (x, y) = (118.063, 691.881)
2725 (x, y) = (126.86, 687.125)
2726 (x, y) = (128.14, 677.208)
2727 (x, y) = (118.384, 679.402)
2728 (x, y) = (115.294, 688.912)
2729 (x, y) = (124.254, 684.472)
2730 (x, y) = (114.46, 686.493)
2731 (x, y) = (124.319, 688.166)
2732 (x, y) = (126.21, 678.347)
2733 (x, y) = (117.499, 673.436)
2734 (x, y) = (123.832, 681.175)
2735 (x, y) = (122.465, 691.081)
2736 (x, y) = (122.332, 701.08)
2737 (x, y) = (115.467, 693.809)
2738 (x, y) = (108.475, 686.66)
2739 (x, y) = (105.553, 696.223)
2740 (x, y) = (97.9566, 702.726)
2741 (x, y) = (101.047, 712.237)
2742 (x, y) = (91.5224, 709.189)
2743 (x, y) = (94.4435, 718.753)
2744 (x, y) = (104.377, 717.605)
2745 (x, y) = (113.132, 722.438)
2746 (x, y) = (103.506, 725.147)
2747 (x, y) = (93.7899, 727.514)
2748 (x, y) = (84.753, 723.232)
2749 (x, y) = (91.3561, 715.722)
2750 (x, y) = (81.3952, 716.606)
2751 (x, y) = (87.9984, 709.096)
2752 (x, y) = (91.9985, 699.931)
2753 (x, y) = (100.292, 694.343)
2754 (x, y) = (102.357, 684.559)
2755 (x, y) = (108.69, 692.298)
2756 (x, y) = (118.642, 691.326)
2757 (x, y) = (127.717, 695.527)
2758 (x, y) = (134.517, 702.859)
2759 (x, y) = (142.859, 708.374)
2760 (x, y) = (143.169, 718.369)
2761 (x, y) = (134.132, 714.087)
2762 (x, y) = (124.22, 712.763)
2763 (x, y) = (134.013, 714.785)
2764 (x, y) = (126.136, 708.624)
2765 (x, y) = (131.314, 700.069)
2766 (x, y) = (140.694, 703.536)
2767 (x, y) = (130.958, 701.255)
2768 (x, y) = (121.242, 703.621)
2769 (x, y) = (120.579, 713.599)
2770 (x, y) = (115.175, 722.014)
2771 (x, y) = (105.439, 719.733)
2772 (x, y) = (115.42, 719.114)
2773 (x, y) = (107.278, 724.92)
2774 (x, y) = (104.526, 715.306)
2775 (x, y) = (95.6464, 710.707)
2776 (x, y) = (86.499, 706.666)
2777 (x, y) = (96.4987, 706.578)
2778 (x, y) = (98.1283, 716.445)
2779 (x, y) = (107.048, 720.965)
2780 (x, y) = (98.0886, 716.524)
2781 (x, y) = (89.0898, 720.885)
2782 (x, y) = (82.4869, 713.375)
2783 (x, y) = (72.553, 712.227)
2784 (x, y) = (80.9915, 706.861)
2785 (x, y) = (90.139, 702.821)
2786 (x, y) = (92.3767, 693.074)
2787 (x, y) = (101.594, 689.196)
2788 (x, y) = (109.525, 695.287)
2789 (x, y) = (113.687, 686.194)
2790 (x, y) = (114.527, 696.159)
2791 (x, y) = (111.436, 705.67)
2792 (x, y) = (112.011, 695.686)
2793 (x, y) = (104.358, 689.25)
2794 (x, y) = (113.575, 685.373)
2795 (x, y) = (103.675, 686.784)
2796 (x, y) = (108.235, 677.884)
2797 (x, y) = (117.552, 681.516)
2798 (x, y) = (109.21, 687.03)
2799 (x, y) = (118.392, 690.989)
2800 (x, y) = (118.879, 700.978)
2801 (x, y) = (127.411, 695.762)
2802 (x, y) = (129.992, 686.101)
2803 (x, y) = (135.69, 677.883)
2804 (x, y) = (137.667, 687.685)
2805 (x, y) = (127.677, 687.243)
2806 (x, y) = (135.768, 681.365)
2807 (x, y) = (141.171, 689.78)
2808 (x, y) = (145.73, 680.88)
2809 (x, y) = (143.149, 671.219)
2810 (x, y) = (140.74, 661.513)
2811 (x, y) = (149.922, 665.473)
2812 (x, y) = (140.01, 664.149)
2813 (x, y) = (149.047, 659.868)
2814 (x, y) = (158.804, 662.062)
2815 (x, y) = (154.402, 653.083)
2816 (x, y) = (145.443, 648.642)
2817 (x, y) = (137.1, 654.156)
2818 (x, y) = (145.539, 648.79)
2819 (x, y) = (141.297, 639.734)
2820 (x, y) = (136.581, 630.916)
2821 (x, y) = (132.99, 640.249)
2822 (x, y) = (123.414, 637.37)
2823 (x, y) = (114.339, 641.571)
2824 (x, y) = (119.441, 650.172)
2825 (x, y) = (128.361, 654.692)
2826 (x, y) = (121.496, 647.421)
2827 (x, y) = (111.496, 647.42)
2828 (x, y) = (120.571, 651.622)
2829 (x, y) = (125.209, 660.481)
2830 (x, y) = (133.194, 654.461)
2831 (x, y) = (129.686, 645.097)
2832 (x, y) = (133.111, 654.492)
2833 (x, y) = (123.438, 657.03)
2834 (x, y) = (121.287, 666.796)
2835 (x, y) = (123.438, 676.562)
2836 (x, y) = (115.453, 670.542)
2837 (x, y) = (107.522, 676.632)
2838 (x, y) = (116.807, 672.918)
2839 (x, y) = (118.261, 682.812)
2840 (x, y) = (115.256, 673.274)
2841 (x, y) = (105.561, 670.822)
2842 (x, y) = (95.5674, 671.175)
2843 (x, y) = (104.447, 666.576)
2844 (x, y) = (107.199, 656.963)
2845 (x, y) = (98.2003, 661.324)
2846 (x, y) = (88.2007, 661.235)
2847 (x, y) = (97.8953, 658.783)
2848 (x, y) = (88.1589, 656.502)
2849 (x, y) = (80.1741, 650.482)
2850 (x, y) = (71.8317, 655.996)
2851 (x, y) = (70.464, 665.902)
2852 (x, y) = (65.1357, 657.44)
2853 (x, y) = (70.5387, 665.854)
2854 (x, y) = (80.5195, 665.235)
2855 (x, y) = (71.1093, 661.852)
2856 (x, y) = (64.5728, 654.284)
2857 (x, y) = (63.1178, 664.178)
2858 (x, y) = (54.119, 668.539)
2859 (x, y) = (47.2544, 661.267)
2860 (x, y) = (57.0106, 663.462)
2861 (x, y) = (60.5186, 654.097)
2862 (x, y) = (57.8519, 663.735)
2863 (x, y) = (59.3944, 653.855)
2864 (x, y) = (68.4314, 649.573)
2865 (x, y) = (74.2012, 657.741)
2866 (x, y) = (70.4458, 667.009)
2867 (x, y) = (79.9966, 669.973)
2868 (x, y) = (74.1547, 661.857)
2869 (x, y) = (84.0781, 663.093)
2870 (x, y) = (92.0092, 669.183)
2871 (x, y) = (82.3367, 671.722)
2872 (x, y) = (85.9272, 681.055)
2873 (x, y) = (94.0175, 675.177)
2874 (x, y) = (87.684, 682.916)
2875 (x, y) = (96.9354, 686.712)
2876 (x, y) = (90.466, 694.338)
2877 (x, y) = (80.4852, 693.718)
2878 (x, y) = (72.0944, 688.278)
2879 (x, y) = (81.312, 684.4)
2880 (x, y) = (86.9362, 692.669)
2881 (x, y) = (92.5605, 700.937)
2882 (x, y) = (83.1503, 697.554)
2883 (x, y) = (74.9574, 691.82)
2884 (x, y) = (84.5834, 694.529)
2885 (x, y) = (81.4094, 685.046)
2886 (x, y) = (71.6158, 687.068)
2887 (x, y) = (73.6806, 677.283)
2888 (x, y) = (78.8585, 668.728)
2889 (x, y) = (69.5096, 665.179)
2890 (x, y) = (61.6873, 671.409)
2891 (x, y) = (52.6885, 675.77)
2892 (x, y) = (42.9133, 673.662)
2893 (x, y) = (32.9136, 673.573)
2894 (x, y) = (29.3229, 682.906)
2895 (x, y) = (22.9215, 675.224)
2896 (x, y) = (27.1633, 666.168)
2897 (x, y) = (21.9856, 657.613)
2898 (x, y) = (30.2289, 663.274)
2899 (x, y) = (22.4066, 669.504)
2900 (x, y) = (17.2289, 660.949)
2901 (x, y) = (9.19095, 666.898)
2902 (x, y) = (-0.277735, 663.682)
2903 (x, y) = (-9.65779, 667.148)
2904 (x, y) = (-18.975, 670.78)
2905 (x, y) = (-15.467, 661.415)
2906 (x, y) = (-24.4267, 656.974)
2907 (x, y) = (-33.1813, 661.807)
2908 (x, y) = (-26.126, 668.894)
2909 (x, y) = (-34.8806, 673.727)
2910 (x, y) = (-43.1241, 679.387)
2911 (x, y) = (-49.1087, 671.376)
2912 (x, y) = (-47.654, 681.269)
2913 (x, y) = (-56.8368, 685.229)
2914 (x, y) = (-64.4337, 691.732)
2915 (x, y) = (-59.332, 700.332)
2916 (x, y) = (-49.8077, 697.284)
2917 (x, y) = (-48.6159, 707.213)
2918 (x, y) = (-39.2669, 703.664)
2919 (x, y) = (-41.7626, 713.348)
2920 (x, y) = (-45.5996, 704.113)
2921 (x, y) = (-36.1308, 700.897)
2922 (x, y) = (-29.5946, 708.465)
2923 (x, y) = (-20.756, 713.143)
2924 (x, y) = (-30.5123, 715.337)
2925 (x, y) = (-36.9137, 707.654)
2926 (x, y) = (-46.7416, 709.502)
2927 (x, y) = (-41.413, 701.04)
2928 (x, y) = (-50.5603, 696.999)
2929 (x, y) = (-40.5607, 696.911)
2930 (x, y) = (-30.7017, 698.585)
2931 (x, y) = (-30.0386, 708.563)
2932 (x, y) = (-20.6896, 705.014)
2933 (x, y) = (-29.4442, 709.846)
2934 (x, y) = (-19.5853, 711.52)
2935 (x, y) = (-10.8308, 716.353)
2936 (x, y) = (-1.51371, 719.985)
2937 (x, y) = (-9.39067, 713.825)
2938 (x, y) = (-12.1423, 704.211)
2939 (x, y) = (-2.16147, 703.592)
2940 (x, y) = (4.03373, 711.441)
2941 (x, y) = (-1.51715, 703.124)
2942 (x, y) = (-7.28717, 711.291)
2943 (x, y) = (-16.4345, 707.25)
2944 (x, y) = (-9.50573, 714.461)
2945 (x, y) = (-10.3456, 724.426)
2946 (x, y) = (-17.4011, 731.512)
2947 (x, y) = (-7.64491, 733.707)
2948 (x, y) = (-15.6828, 739.656)
2949 (x, y) = (-10.2058, 748.023)
2950 (x, y) = (-16.4702, 740.228)
2951 (x, y) = (-18.0125, 730.348)
2952 (x, y) = (-13.0637, 739.037)
2953 (x, y) = (-6.59455, 746.663)
2954 (x, y) = (-16.2206, 749.372)
2955 (x, y) = (-6.29729, 750.608)
2956 (x, y) = (-16.2969, 750.519)
2957 (x, y) = (-20.8563, 741.619)
2958 (x, y) = (-20.9891, 751.618)
2959 (x, y) = (-17.3159, 742.317)
2960 (x, y) = (-8.06453, 746.114)
2961 (x, y) = (-7.75509, 756.109)
2962 (x, y) = (-13.306, 747.791)
2963 (x, y) = (-3.31575, 747.349)
2964 (x, y) = (-11.1927, 741.188)
2965 (x, y) = (-4.92803, 733.394)
2966 (x, y) = (-7.25191, 743.12)
2967 (x, y) = (-8.26807, 753.068)
2968 (x, y) = (-0.390923, 746.908)
2969 (x, y) = (-5.6444, 755.417)
2970 (x, y) = (-13.6292, 749.397)
2971 (x, y) = (-21.1098, 742.76)
2972 (x, y) = (-13.5131, 749.263)
2973 (x, y) = (-21.39, 743.103)
2974 (x, y) = (-11.5622, 744.95)
2975 (x, y) = (-3.17136, 739.511)
2976 (x, y) = (-6.17699, 729.973)
2977 (x, y) = (-6.5749, 719.981)
2978 (x, y) = (0.35384, 727.191)
2979 (x, y) = (4.27241, 736.392)
2980 (x, y) = (-4.94498, 732.514)
2981 (x, y) = (-12.1248, 739.474)
2982 (x, y) = (-2.18119, 740.534)
2983 (x, y) = (4.68367, 733.263)
2984 (x, y) = (-5.01085, 730.81)
2985 (x, y) = (-2.42954, 721.149)
2986 (x, y) = (7.49378, 722.385)
2987 (x, y) = (14.1629, 729.836)
2988 (x, y) = (21.6437, 723.2)
2989 (x, y) = (28.4437, 730.532)
2990 (x, y) = (23.8054, 739.392)
2991 (x, y) = (14.1329, 741.93)
2992 (x, y) = (17.888, 751.198)
2993 (x, y) = (10.4075, 744.562)
2994 (x, y) = (19.5902, 748.521)
2995 (x, y) = (22.3421, 738.907)
2996 (x, y) = (29.8229, 732.271)
2997 (x, y) = (29.2481, 722.288)
2998 (x, y) = (21.8264, 728.99)
2999 (x, y) = (15.9127, 737.054)
3000 (x, y) = (24.7513, 741.731)
3001 (x, y) = (19.8023, 750.421)
3002 (x, y) = (29.6894, 751.92)
3003 (x, y) = (19.7086, 751.3)
3004 (x, y) = (25.0372, 742.838)
3005 (x, y) = (25.1696, 752.837)
3006 (x, y) = (25.5678, 742.845)
3007 (x, y) = (15.9418, 745.554)
3008 (x, y) = (24.9404, 749.916)
3009 (x, y) = (23.2236, 740.065)
3010 (x, y) = (15.0816, 745.87)
3011 (x, y) = (21.0664, 737.859)
3012 (x, y) = (15.4419, 746.127)
3013 (x, y) = (20.8449, 754.542)
3014 (x, y) = (17.42, 763.937)
3015 (x, y) = (24.155, 756.545)
3016 (x, y) = (26.4786, 766.272)
3017 (x, y) = (17.0387, 769.571)
3018 (x, y) = (26.0757, 765.29)
3019 (x, y) = (18.0378, 771.239)
3020 (x, y) = (17.2864, 761.267)
3021 (x, y) = (26.0835, 756.512)
3022 (x, y) = (16.4339, 753.888)
3023 (x, y) = (7.05384, 757.354)
3024 (x, y) = (11.054, 748.189)
3025 (x, y) = (19.5395, 753.48)
3026 (x, y) = (29.2119, 756.019)
3027 (x, y) = (22.4771, 748.627)
3028 (x, y) = (12.4963, 748.007)
3029 (x, y) = (16.2514, 757.276)
3030 (x, y) = (13.9275, 767.002)
3031 (x, y) = (21.6381, 773.369)
3032 (x, y) = (17.4766, 782.462)
3033 (x, y) = (27.1026, 785.172)
3034 (x, y) = (26.1748, 775.215)
3035 (x, y) = (35.4596, 771.501)
3036 (x, y) = (45.132, 774.039)
3037 (x, y) = (41.2131, 783.24)
3038 (x, y) = (32.3335, 778.64)
3039 (x, y) = (41.1305, 773.885)
3040 (x, y) = (48.1858, 780.972)
3041 (x, y) = (57.942, 783.167)
3042 (x, y) = (62.2635, 792.185)
3043 (x, y) = (54.9016, 785.417)
3044 (x, y) = (50.03, 776.684)
3045 (x, y) = (43.427, 769.174)
3046 (x, y) = (48.2989, 760.441)
3047 (x, y) = (48.7852, 770.429)
3048 (x, y) = (51.1951, 760.724)
3049 (x, y) = (59.6807, 766.015)
3050 (x, y) = (69.5806, 767.426)
3051 (x, y) = (67.7762, 777.262)
3052 (x, y) = (62.0062, 785.429)
3053 (x, y) = (64.5016, 795.113)
3054 (x, y) = (74.4825, 794.494)
3055 (x, y) = (69.3048, 785.939)
3056 (x, y) = (59.3083, 785.674)
3057 (x, y) = (68.2681, 781.233)
3058 (x, y) = (67.252, 791.181)
3059 (x, y) = (64.1617, 800.691)
3060 (x, y) = (60.9036, 810.146)
3061 (x, y) = (68.2054, 816.978)
3062 (x, y) = (72.8434, 825.838)
3063 (x, y) = (62.9314, 824.514)
3064 (x, y) = (66.9315, 815.349)
3065 (x, y) = (56.9707, 816.233)
3066 (x, y) = (65.8907, 820.753)
3067 (x, y) = (64.3485, 810.872)
3068 (x, y) = (74.3485, 810.872)
3069 (x, y) = (68.1531, 818.722)
3070 (x, y) = (66.1749, 828.524)
3071 (x, y) = (67.0145, 838.489)
3072 (x, y) = (65.0364, 848.292)
3073 (x, y) = (73.7479, 843.381)
3074 (x, y) = (72.5558, 853.31)
3075 (x, y) = (77.5045, 862)
3076 (x, y) = (81.5853, 871.129)
3077 (x, y) = (71.7742, 869.194)
3078 (x, y) = (74.6109, 859.605)
3079 (x, y) = (65.1709, 862.905)
3080 (x, y) = (70.9407, 871.072)
3081 (x, y) = (61.1844, 873.267)
3082 (x, y) = (51.5583, 875.976)
3083 (x, y) = (59.8516, 870.388)
3084 (x, y) = (59.6306, 860.391)
3085 (x, y) = (49.6342, 860.125)
3086 (x, y) = (59.5681, 858.977)
3087 (x, y) = (49.6342, 857.829)
3088 (x, y) = (56.6267, 850.68)
3089 (x, y) = (66.6263, 850.592)
3090 (x, y) = (70.4636, 841.358)
3091 (x, y) = (60.9949, 838.141)
3092 (x, y) = (64.2527, 847.596)
3093 (x, y) = (54.6511, 844.801)
3094 (x, y) = (44.6515, 844.713)
3095 (x, y) = (49.5234, 835.98)
3096 (x, y) = (59.4573, 834.832)
3097 (x, y) = (69.451, 835.186)
3098 (x, y) = (60.3764, 839.387)
3099 (x, y) = (63.8011, 848.783)
3100 (x, y) = (73.6881, 850.281)
3101 (x, y) = (64.5408, 846.241)
3102 (x, y) = (59.0635, 854.607)
3103 (x, y) = (57.1725, 844.788)
3104 (x, y) = (50.3079, 837.516)
3105 (x, y) = (40.347, 838.4)
3106 (x, y) = (30.3861, 839.284)
3107 (x, y) = (40.372, 839.814)
3108 (x, y) = (31.4518, 844.334)
3109 (x, y) = (26.4264, 835.689)
3110 (x, y) = (20.4418, 827.677)
3111 (x, y) = (10.5547, 829.176)
3112 (x, y) = (19.5146, 824.735)
3113 (x, y) = (29.4379, 825.971)
3114 (x, y) = (37.4756, 831.92)
3115 (x, y) = (32.4502, 823.275)
3116 (x, y) = (22.4819, 822.479)
3117 (x, y) = (28.8836, 814.797)
3118 (x, y) = (38.5782, 812.344)
3119 (x, y) = (48.0469, 809.128)
3120 (x, y) = (47.7372, 819.123)
3121 (x, y) = (46.1073, 828.99)
3122 (x, y) = (37.4396, 833.977)
3123 (x, y) = (33.6842, 843.245)
3124 (x, y) = (31.6197, 833.46)
3125 (x, y) = (28.7834, 823.871)
3126 (x, y) = (38.6833, 822.46)
3127 (x, y) = (40.7482, 812.676)
3128 (x, y) = (42.9859, 802.929)
3129 (x, y) = (40.5763, 793.224)
3130 (x, y) = (36.8209, 802.492)
3131 (x, y) = (46.7079, 803.991)
3132 (x, y) = (39.467, 797.094)
3133 (x, y) = (44.7956, 788.632)
3134 (x, y) = (38.9537, 780.515)
3135 (x, y) = (40.3211, 790.421)
3136 (x, y) = (30.4621, 792.095)
3137 (x, y) = (40.4621, 792.095)
3138 (x, y) = (31.6652, 787.339)
3139 (x, y) = (30.2975, 797.245)
3140 (x, y) = (34.2976, 788.08)
3141 (x, y) = (24.7468, 791.044)
3142 (x, y) = (20.1085, 799.903)
3143 (x, y) = (27.5301, 806.605)
3144 (x, y) = (23.6112, 815.805)
3145 (x, y) = (32.8287, 811.927)
3146 (x, y) = (39.884, 819.014)
3147 (x, y) = (37.303, 809.353)
3148 (x, y) = (36.1109, 819.282)
3149 (x, y) = (43.933, 825.512)
3150 (x, y) = (34.7857, 821.471)
3151 (x, y) = (41.2549, 829.097)
3152 (x, y) = (31.4271, 830.944)
3153 (x, y) = (30.235, 840.873)
3154 (x, y) = (20.2354, 840.785)
3155 (x, y) = (28.8586, 835.721)
3156 (x, y) = (19.784, 839.922)
3157 (x, y) = (14.3807, 848.337)
3158 (x, y) = (12.7508, 858.203)
3159 (x, y) = (12.972, 848.206)
3160 (x, y) = (3.44792, 845.157)
3161 (x, y) = (-3.15503, 837.647)
3162 (x, y) = (-10.7519, 844.15)
3163 (x, y) = (-18.7367, 838.13)
3164 (x, y) = (-25.0011, 830.335)
3165 (x, y) = (-25.4878, 840.323)
3166 (x, y) = (-18.0662, 847.026)
3167 (x, y) = (-24.8665, 854.358)
3168 (x, y) = (-30.7083, 846.241)
3169 (x, y) = (-40.6833, 846.949)
3170 (x, y) = (-41.1699, 856.937)
3171 (x, y) = (-46.7944, 865.205)
3172 (x, y) = (-49.7158, 874.769)
3173 (x, y) = (-52.1254, 865.064)
3174 (x, y) = (-57.2274, 873.664)
3175 (x, y) = (-66.922, 871.211)
3176 (x, y) = (-74.6328, 877.579)
3177 (x, y) = (-83.5925, 873.138)
3178 (x, y) = (-76.1117, 866.501)
3179 (x, y) = (-85.7842, 869.04)
3180 (x, y) = (-93.3811, 875.543)
3181 (x, y) = (-92.8061, 865.559)
3182 (x, y) = (-98.1344, 857.097)
3183 (x, y) = (-103.538, 865.511)
3184 (x, y) = (-104.201, 875.489)
3185 (x, y) = (-106.868, 885.127)
3186 (x, y) = (-100.068, 892.459)
3187 (x, y) = (-90.1151, 891.488)
3188 (x, y) = (-81.078, 887.206)
3189 (x, y) = (-76.5976, 896.146)
3190 (x, y) = (-72.4364, 905.239)
3191 (x, y) = (-82.013, 902.36)
3192 (x, y) = (-91.3619, 898.811)
3193 (x, y) = (-90.1701, 908.739)
3194 (x, y) = (-83.37, 916.072)
3195 (x, y) = (-93.3509, 915.452)
3196 (x, y) = (-92.1591, 925.381)
3197 (x, y) = (-96.0779, 934.581)
3198 (x, y) = (-87.3664, 929.671)
3199 (x, y) = (-84.1086, 939.125)
3200 (x, y) = (-94.0894, 938.506)
3201 (x, y) = (-101.269, 945.467)
3202 (x, y) = (-96.5528, 936.649)
3203 (x, y) = (-86.5778, 937.357)
3204 (x, y) = (-96.5117, 936.208)
3205 (x, y) = (-98.0539, 926.328)
3206 (x, y) = (-97.2143, 936.293)
3207 (x, y) = (-89.6753, 942.863)
3208 (x, y) = (-99.1152, 946.162)
3209 (x, y) = (-98.894, 936.165)
3210 (x, y) = (-108.274, 939.631)
3211 (x, y) = (-116.312, 945.58)
3212 (x, y) = (-121.028, 936.762)
3213 (x, y) = (-120.542, 946.75)
3214 (x, y) = (-118.651, 936.931)
3215 (x, y) = (-119.578, 926.974)
3216 (x, y) = (-110.168, 923.591)
3217 (x, y) = (-111.536, 933.497)
3218 (x, y) = (-120.333, 928.741)
3219 (x, y) = (-113.153, 935.702)
3220 (x, y) = (-111.262, 925.883)
3221 (x, y) = (-120.299, 921.601)
3222 (x, y) = (-122.19, 911.781)
3223 (x, y) = (-114.312, 905.621)
3224 (x, y) = (-122.079, 899.322)
3225 (x, y) = (-130.79, 894.411)
3226 (x, y) = (-121.266, 891.363)
3227 (x, y) = (-115.14, 883.459)
3228 (x, y) = (-105.347, 885.481)
3229 (x, y) = (-98.8777, 893.106)
3230 (x, y) = (-99.0986, 883.109)
3231 (x, y) = (-96.6888, 873.403)
3232 (x, y) = (-92.6079, 882.533)
3233 (x, y) = (-101.231, 877.469)
3234 (x, y) = (-92.3923, 882.146)
3235 (x, y) = (-88.7191, 872.845)
3236 (x, y) = (-83.925, 881.621)
3237 (x, y) = (-79.6832, 872.566)
3238 (x, y) = (-89.2341, 875.529)
3239 (x, y) = (-85.3155, 884.729)
3240 (x, y) = (-80.4436, 875.996)
3241 (x, y) = (-88.786, 881.51)
3242 (x, y) = (-85.1956, 890.843)
3243 (x, y) = (-78.2668, 898.054)
3244 (x, y) = (-88.2195, 897.082)
3245 (x, y) = (-97.1792, 892.641)
3246 (x, y) = (-87.2921, 894.14)
3247 (x, y) = (-86.0122, 884.222)
3248 (x, y) = (-89.6029, 893.555)
3249 (x, y) = (-79.6045, 893.732)
3250 (x, y) = (-85.5891, 885.72)
3251 (x, y) = (-86.2525, 895.698)
3252 (x, y) = (-93.6144, 888.931)
3253 (x, y) = (-83.6144, 888.931)
3254 (x, y) = (-79.3726, 879.875)
3255 (x, y) = (-88.5554, 883.834)
3256 (x, y) = (-95.4844, 891.045)
3257 (x, y) = (-85.4985, 891.575)
3258 (x, y) = (-94.2954, 886.82)
3259 (x, y) = (-103.819, 883.772)
3260 (x, y) = (-96.9546, 876.5)
3261 (x, y) = (-87.3529, 873.706)
3262 (x, y) = (-86.8666, 883.694)
3263 (x, y) = (-78.8816, 877.674)
3264 (x, y) = (-88.5761, 875.222)
3265 (x, y) = (-78.6325, 876.282)
3266 (x, y) = (-70.1003, 871.066)
3267 (x, y) = (-75.7976, 862.848)
3268 (x, y) = (-82.7899, 855.699)
3269 (x, y) = (-72.8372, 854.727)
3270 (x, y) = (-70.7724, 844.943)
3271 (x, y) = (-76.3969, 853.211)
3272 (x, y) = (-66.436, 854.095)
3273 (x, y) = (-64.9813, 863.988)
3274 (x, y) = (-55.4047, 861.11)
3275 (x, y) = (-65.1206, 863.476)
3276 (x, y) = (-68.876, 872.744)
3277 (x, y) = (-74.3533, 881.111)
3278 (x, y) = (-80.6177, 873.316)
3279 (x, y) = (-76.2163, 864.337)
3280 (x, y) = (-81.0879, 855.604)
3281 (x, y) = (-88.4498, 848.836)
3282 (x, y) = (-96.2721, 855.066)
3283 (x, y) = (-102.606, 862.805)
3284 (x, y) = (-102.031, 852.821)
